text,character,scene,order,season,episode,conversation,sentiment,sentiment_class,objectivity,objectivity_class,lda_topic,lda_keywords,nmf_topic,nmf_keywords,x_coord,y_coord,z_coord,scene_inc
"Well hey, who did these resumes for ya? Sweetie, calm down, it’s gonna be okay.",Ross Geller,s03_e10_c08,31008,3,10,8,0.21481481481481482,POSITIVE,0.512962962962963,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,6,umm time wanna huh alright going thank guys good hey,8.32154655456543,4.321924686431885,3.841691493988037,139
"Hi! So I’m out having lunch at Monica’s and this guy starts talking to me, and it turns out he works for a buyer at Bloomingdale’s and there happens to be an opening in his department. So I gave him my phone number and he’s gonna call me this weekend to see if he can get me an interview! I know! Uh-huh! Yeah! His name is um, Mark something. What!? To be nice. I didn’t have to, because I was wearing my ’I heart Ross’ sandwich board and ringing my bell.",Rachel Green,s03_e11_c05,31105,3,11,5,0.6,POSITIVE,1.0,STRONGLY SUBJECTIVE,2,don right got ve ross just know okay oh yeah,5,did umm night wow wanna wha um rach huh uh,7.639875888824463,4.932973384857178,4.173179626464844,140
"Hi! Wow! What, so this guy is helping you for no apparent reason? And he’s, he’s a total stranger? Huh. Sounds like Mark Something wants to have some sex. Well, I’m just saying, I mean why else would he just, y’know, swoop in out of nowhere for no reason. Hey, Joey. Are men ever nice to strange women for no reason? Uh-huh.",Ross Geller,s03_e11_c05,31105,3,11,5,0.07678571428571428,NEUTRAL,0.5767857142857143,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,5,did umm night wow wanna wha um rach huh uh,7.53413724899292,5.546464920043945,4.291040897369385,140
"Dark, big hair, with the airplane earrings. Hey.",Rachel Green,s03_e11_c07,31107,3,11,7,-0.075,NEUTRAL,0.25,OBJECTIVE,8,like come look hey yeah ross ok just oh know,6,umm time wanna huh alright going thank guys good hey,6.905728340148926,3.7400715351104736,2.2966270446777344,141
That’s okay.,Ross Geller,s03_e11_c07,31107,3,11,7,0.5,POSITIVE,0.5,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,4,time wanna baby good umm ll let look right okay,9.066510200500488,3.8363571166992188,1.2636855840682983,141
"Yeah, right. Look at you, you’re practically giddy. Yeah, and you don’t mind if I call, because you only want good things for me. Hello, Mark? Hi, it’s Rachel Green. Oh no, don’t you apologize. Yeah, I’ll hold. He left my number at work, but he was helping his niece with her report on the pioneers. Yeah, oh my God, tomorrow! That, no, it’s perfect. Oh God, thank you soo much. Great! Bye! I got the interview! He even offered to meet me for lunch tomorrow to prep me for it. I got to figure out what I’m going to wear. Yeah! Right! Okay, I’ll see you guys later. Woo hoo!",Rachel Green,s03_e11_c11,31111,3,11,11,0.36428571428571427,POSITIVE,0.522142857142857,NEUTRAL,2,don right got ve ross just know okay oh yeah,2,mean hear sure really didn going weird got good yeah,7.596547603607178,4.639081954956055,3.4195988178253174,142
"Bummer. No, I’m genuinely sorry the Mark thing didn’t work out. Look, Rach, I want only good things for you. That’s right good things, that-that is what I said. That is so made up! High collar and baggy pants say I’m a pro. You go get ’em. What did I do to you? Did I hurt you in some way?",Ross Geller,s03_e11_c11,31111,3,11,11,0.378452380952381,POSITIVE,0.7126190476190476,SUBJECTIVE,6,really say don hi look know just like gonna okay,1,ve didn think want right like mean don just know,7.397964954376221,4.444399356842041,2.151930809020996,142
"What are you doing here? Oh. Hi. Oh well, the woman I interviewed with was pretty tough, but y’know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn’t shut up. Me too! I know. Yeah.",Rachel Green,s03_e11_c13,31113,3,11,13,0.28703703703703703,POSITIVE,0.9444444444444445,STRONGLY SUBJECTIVE,8,like come look hey yeah ross ok just oh know,3,honey yes guys love great come thank sorry god oh,8.282930374145508,4.429018020629883,3.793081521987915,143
"Hi! Ah y’know, this building is on my paper route so I... Hi. How’d did it go? I’m so proud of you. Listen, I’m ah, I’m sorry I’ve been so crazy and jealous and, it’s just that I like you a lot, so... Yeah. Congratu!! -lations-lations.",Ross Geller,s03_e11_c13,31113,3,11,13,-0.2125,NEGATIVE,0.9666666666666667,STRONGLY SUBJECTIVE,2,don right got ve ross just know okay oh yeah,7,monica looks ve think got jill believe really guys hi,6.864505767822266,4.120151519775391,3.0054287910461426,143
"Oh honey, thank you, but Mark’s taking me out. Yeah, it’s kinda like a ’good luck on your first day’ sort of thing. Is this actually a lunchbox?",Rachel Green,s03_e12_c01,31201,3,12,1,0.31666666666666665,POSITIVE,0.3444444444444445,OBJECTIVE,9,ross don mean gonna right yeah oh just okay know,2,mean hear sure really didn going weird got good yeah,8.030130386352539,4.569775104522705,3.5186476707458496,144
"It’s her first day at this new job. Your not supposed to start with her! Honey, just relax, it’s gonna be fine. Hey, umm,. why don’t I come down there and I’ll take you out to lunch? Mark is that ah, the same Mark that helped you get the job?",Ross Geller,s03_e12_c01,31201,3,12,1,0.13631313131313133,NEUTRAL,0.34035353535353535,OBJECTIVE,8,like come look hey yeah ross ok just oh know,6,umm time wanna huh alright going thank guys good hey,8.095298767089844,4.47722053527832,3.4557175636291504,144
"Hi honey! Oh, he’s just goofing around. Oh honey, this is his office too. I told you we’re Joanna’s two assistants. Oh! Oh my God! What did I just do? I think I just shipped 3,000 bras to personnel. Oh honey, I gotta go. Mark, I need you! Ow! Ross!!",Rachel Green,s03_e12_c03,31203,3,12,3,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,8,like come look hey yeah ross ok just oh know,3,honey yes guys love great come thank sorry god oh,8.282724380493164,4.671163558959961,3.6143269538879395,145
"Hi! What’s ah, what’s Mark doing answering your phone? Ohhhhh yeah, that’s, that’s funny. Why ah, why isn’t he goofing around in his own office? Why does Joanna need two assistants, how, how lazy is she? What? Okay, bye-bye. Oh, oh, I’m, I’m, I’m sorry sweetie, I was just trying to ah, I’m dialing another number.",Ross Geller,s03_e12_c03,31203,3,12,3,0.12000000000000002,NEUTRAL,0.9,STRONGLY SUBJECTIVE,8,like come look hey yeah ross ok just oh know,3,honey yes guys love great come thank sorry god oh,8.079339981079102,4.371022701263428,3.280682325363159,145
"All right Ross!! I get it!! You’re hurt! Oh, please, Ross it was so obvious! It was like you were marking your territory. I mean you might have well have just come in and peed all around my desk! Look, I know what’s going on here, okay, Mark explained it all to me. He said this is what you guys do.",Rachel Green,s03_e12_c08,31208,3,12,8,0.24532645089285712,POSITIVE,0.5558035714285714,NEUTRAL,8,like come look hey yeah ross ok just oh know,9,ugh wait thank don great need think come really ross,7.8126044273376465,4.681774139404297,3.1330509185791016,146
"I mean my God... ...can’t, can’t a guy send a barbershop quartet to his girlfriend’s office anymorrrrre!! I would never do that! Yeah well if, if, if Mark said that, than Mark’s an idiot.",Ross Geller,s03_e12_c08,31208,3,12,8,-0.70517578125,STRONGLY NEGATIVE,0.74375,SUBJECTIVE,8,like come look hey yeah ross ok just oh know,2,mean hear sure really didn going weird got good yeah,8.322351455688477,4.042076110839844,0.709527850151062,146
"Hello. A big idiot. Ohh, with who? There was a woman at the... The stripper?! You have a play date with a stripper?! Sure, is she married? Oh. Noo, I y’know I don’t see why she has to play with you, that’s all. I mean doesn’t she have any y’know other stripper moms friends of her own? I’m not jealous. All right this is about, umm, people feeling certain things y’know about strippers. And y’know, and um, I... Ugh. Wait, wait, wait. Well, there’s a kiss that he won’t forget for a couple of hours, y’know.",Rachel Green,s03_e12_c15,31215,3,12,15,0.04583333333333333,NEUTRAL,0.5787257495590828,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,1,ve didn think want right like mean don just know,5.977051734924316,5.707165241241455,3.4851932525634766,147
"A big idiot. Just you have to realize is, this whole Mark thing is kinda hard for me. Well, I was with Carol for like eight years and I lost her. And now if it’s possible I think I love you even more. So, it’s hard for me to believe that I’m not gonna, well that someone else is not going to take you away. I gotta get going. Bye Chandler. Oh, I’ve got to go pick up Ben, we’ve got a play date this afternoon. Oh, just this woman that I met last night at the party. Yeah. Ahh, no. Are you jealous? You are totally jealous. Honey, I love you too. What?",Ross Geller,s03_e12_c15,31215,3,12,15,0.028787878787878772,NEUTRAL,0.5363636363636363,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,3,honey yes guys love great come thank sorry god oh,7.0647077560424805,6.659782886505127,4.559031009674072,147
"Oh my God, I gotta go to work! Oh I don’t know honey. It’s gonna be really late. I know. I’m sorry. Look, I’ll make a deal with you all right? Okay? For every night that you’re asleep before I get home from work... I will wake you up in a way that’s proved very popular in the past. Right.",Rachel Green,s03_e13_c03,31303,3,13,3,0.11448979591836735,NEUTRAL,0.6316326530612245,SUBJECTIVE,9,ross don mean gonna right yeah oh just okay know,3,honey yes guys love great come thank sorry god oh,7.6711015701293945,4.154757976531982,2.8291420936584473,148
"Oh sweetie, when do you think you’re going to get off tonight? Oh come on, not again. Hmm. Yeah. Now, if you need to stay late, I want to be supportive of that.",Ross Geller,s03_e13_c03,31303,3,13,3,0.1,NEUTRAL,0.8,SUBJECTIVE,1,come really good guys know don just yeah uh oh,3,honey yes guys love great come thank sorry god oh,7.343078136444092,4.3804216384887695,2.88071870803833,148
No. She doesn’t die.,Rachel Green,s03_e13_c10,31310,3,13,10,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,4,right ross mean okay ve got just oh don know,1,ve didn think want right like mean don just know,5.659887313842773,6.6962971687316895,2.977019786834717,149
Joey’s asking if you’ve just ruined the first book he’s ever loved that didn’t star Jack Nicholson?,Ross Geller,s03_e13_c10,31310,3,13,10,0.475,POSITIVE,0.5666666666666667,NEUTRAL,1,come really good guys know don just yeah uh oh,1,ve didn think want right like mean don just know,7.706577301025391,6.692394256591797,5.181943893432617,149
"Hi, sweetie! I’ve got some bad news. I can get a quick bite to eat, but then I have to come back up here. Nooo, he’s leaving for a better job. Well we’re gonna miss you around here.",Rachel Green,s03_e14_c05,31405,3,14,5,0.03333333333333337,NEUTRAL,0.41666666666666663,NEUTRAL,4,right ross mean okay ve got just oh don know,7,monica looks ve think got jill believe really guys hi,7.835413932800293,4.880101680755615,3.582709789276123,150
"Hello. What? Come on sweetie! You’ve had to work late every night for the past two weeks, what is it this time? Oh well that’s great, so I guess this is ah, this is good bye then. Huh? Good bye.",Ross Geller,s03_e14_c05,31405,3,14,5,0.32999999999999996,POSITIVE,0.56,NEUTRAL,1,come really good guys know don just yeah uh oh,3,honey yes guys love great come thank sorry god oh,7.487002849578857,4.175349235534668,2.890972137451172,150
"Yeah, at the lecture, I told you that last week, you said you didn’t mind. Oh, please tell me it’s not because I’m going with Mark. Oh my God!!! Ross!! Because, he’s my friend. Okay, well if I stop playing with Joey and Chandler, can I play with Mark? I don’t know, you thought ’See you Saturday’ was funny. Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with. You guys would never want to go to a lecture with me. Really!? Okay. Honey, I would love for you to go with me. What?",Rachel Green,s03_e14_c08,31408,3,14,8,0.375,POSITIVE,0.5277777777777778,NEUTRAL,8,like come look hey yeah ross ok just oh know,4,time wanna baby good umm ll let look right okay,7.868715286254883,5.398353099822998,4.214198589324951,151
"Hmmm. Oh, no, no, I just thinking about something funny I heard today. Umm, Mark, Mark saying ’I’ll see you Saturday.’ Oh, no, no, no, it’s-it’s not the lecture ah, I mind, umm.... Oh, well... Well, I’m sorry, but ah, look if you’re not working with him anymore, why do you have to still do stuff with him? Okay, but do you really need another friend? I mean... Is that funny? Am I supposed to be laughing? Pa-haa!! I would love to go with you. Yeah, hey I-I have clothes, I even pick them out. I mean for, for all you know I could be a fashion..... monger. What should I wear, now I’m all nervous.",Ross Geller,s03_e14_c08,31408,3,14,8,0.089453125,NEUTRAL,0.709375,SUBJECTIVE,9,ross don mean gonna right yeah oh just okay know,3,honey yes guys love great come thank sorry god oh,7.598032474517822,5.053227424621582,4.093814849853516,151
"Nodded off!! Ross you were snoring. My father’s boat didn’t make that much noise when it hit rocks! Well okay, how about four hours in a freezing museum auditorium listening to Professor Pitstains and he’s ’Hey everybody! Remember that thing that’s been dead for a gazillion years. Well there’s this little bone we didn’t know it had!’ Okay, see now, what I just heard, blah-blah-blah, blah-blah-blah-blah-blah, blah-blah-blah, blah, blah. Oh, that is so... Y’know if what I do is so lame, then why did you insist on coming with me this morning? Huh? Was it so I just wouldn’t go with Mark? It’s not dumb. But, maybe it’s okay that you’re not a part of it. Y’know what I mean? I mean it’s like, I-I-I like that you’re not involved in that part of my life. Honey see, it doesn’t mean that I don’t love you. Because I do. I love you, I love you so much. But my work it’s-it’s for me y’know, I’m out there, on my own, and I’m doing it and it’s scary but I love it, because it’s mine. I, but, I mean is that okay?",Rachel Green,s03_e14_c15,31415,3,14,15,0.13390625,NEUTRAL,0.5849999999999999,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,1,ve didn think want right like mean don just know,7.12827205657959,5.019779205322266,3.471750497817993,152
"Come on! Forty-five minutes! Forty-five minutes the man talked about strappy backed dresses. First of all it’s Professor Pittain! And second of all, that little bone, proved that, that particular dinosaur had wings, but didn’t fly. Y’know what, 100 million people went to see a movie about what I do, I wonder how many people would go see a movie called, Jurassic Parka. No-no-no, a bunch of out of control jackets take over an island. No. I... I wanted to be with you. I don’t know, I feel like lately, I feel like you’re slipping away from me, y’know. With this new job, and all these new people, and you’ve got this whole other life going on. I-I-I know it’s dumb, but I hate that I’m not a part of it. That’s a little clearer. Sure, I-I-I...",Ross Geller,s03_e14_c15,31415,3,14,15,0.042305871212121204,NEUTRAL,0.4837279040404041,NEUTRAL,8,like come look hey yeah ross ok just oh know,1,ve didn think want right like mean don just know,6.708364963531494,4.496938228607178,1.8478580713272095,152
"Oh, hi. Well, there was a disaster in shipping and I’ve got to get this order in. Honey, I’m so sorry, but it looks like I’m gonna be here all night. No-no-no, no, honey please, I’ve got, I’ve just have so much to deal with.",Rachel Green,s03_e15_c04,31504,3,15,4,-0.15,NEUTRAL,0.6,NEUTRAL,2,don right got ve ross just know okay oh yeah,7,monica looks ve think got jill believe really guys hi,7.796017169952393,4.202805995941162,2.3884737491607666,153
"Hey, honey. Hey, what’s going on? What, do you, well umm, oh how about I come up there?",Ross Geller,s03_e15_c04,31504,3,15,4,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,8,like come look hey yeah ross ok just oh know,6,umm time wanna huh alright going thank guys good hey,7.675052642822266,3.651947498321533,2.551323652267456,153
"Oh!! My God, what are you doing here? Honey, honey, I’m sorry, I know it’s our anniversary but I told you on the phone I don’t have time to stop. But I don’t, hmm... Oh, who approved that order?! Well there is no Mark Robbinson in this office. Get me Mark on the phone! Well, let me just check that with what I got here, all right see 038 is not the number for this store, 038 is Atlanta. And I... None for me. I’m sorry, as I was saying the store number is wrong, and I’m sorry but that’s... Oh my God!! Excuse me, I’m sorry, I’m gonna have to call you back, I’ve got a Schemp in my office. What are you doing? Ross you’re not listening to me, I don’t have time to stop. I don’t have ten minutes!! Hey, Ross!!! I told you I don’t! Look, I cannot do this right now, okay, I’ve got a deadline, would you just go home, I’ll talk to you later. Good bye!",Rachel Green,s03_e15_c06,31506,3,15,6,-0.0896978021978022,NEUTRAL,0.5478021978021977,NEUTRAL,4,right ross mean okay ve got just oh don know,3,honey yes guys love great come thank sorry god oh,8.376836776733398,4.472479343414307,3.3809268474578857,154
"Hi! Well you said you couldn’t go out so.... Yeah, but I got cous-cous! Okay, you don’t have to stop, I’m invisible, I’m not here. Pepper? Okay sorry, whew. Okay, that’s a fire. Oh yeah. Oh yeah. I’m sorry. But ah, hey, oh, somebody’s off the phone, how ’bout a glass of wine by the fire, I could get it going again. Come on Rach, you don’t have what, ten minutes? What? Sophie, does she have ten minutes? Don’t yell at me okay, this is the most I’ve seen you all week. Yeah, but wait...",Ross Geller,s03_e15_c06,31506,3,15,6,0.16666666666666666,NEUTRAL,0.5,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,4,time wanna baby good umm ll let look right okay,6.73730993270874,5.432783126831055,3.0314300060272217,154
"Hi. Look um, about what happened earlier... I was gonna give you a chance to apologise to me. You had no right coming down to my office Ross. You do not bring a picnic basket to somebody’s work! Unless maybe they were a park ranger! But I told you, I didn’t have the time! Wh, Ross what do you want from me? You want me, you want me to quit my job so you can feel like you have a girlfriend? Just a job! Ross do you realise this is the first time in my life I’m doing something I actually care about. This is the first time in my life I’m doing something that I’m actually good at. I mean. if you don’t get that... Well neither do I! Oh my God. Oh my God. I cannot keep having this same fight over and over again, Ross, no, you’re, you’re, you’re making this too hard. I don’t know, I don’t know. Urrrgh! Look, maybe we should take a break. No. A break from us.",Rachel Green,s03_e15_c07,31507,3,15,7,-0.007783978174603179,NEUTRAL,0.40454365079365084,NEUTRAL,4,right ross mean okay ve got just oh don know,9,ugh wait thank don great need think come really ross,8.150349617004395,4.432738304138184,3.264298439025879,155
"No, hey, well, I-I completely understand. You were, you were stressed. For what? For letting you throw me out of your office? Yeah, well excuse me for wanting to be with my girlfriend on our anniversary, boy what an ass am I. Yeah, well you never have the time. I mean, I don’t feel like I even have a girlfriend anymore, Rachel. No, but it’d be nice if you realised, it’s just a job! Yes. No, hey, I get that, okay, I get that big time. And I’m happy for ya, but I’m tired of having a relationship with your answering machine! Okay, I don’t know what to do anymore. Is this about Mark? Okay, it’s not, it’s not. Oh I’m, I’m making this too hard. Okay, what do you want me to do. Okay, okay, fine, you’re right. Let’s ah, let’s take a break, let’s cool off, okay, let’s get some frozen yogart, or something..",Ross Geller,s03_e15_c07,31507,3,15,7,0.2804563492063492,POSITIVE,0.5369378306878307,NEUTRAL,4,right ross mean okay ve got just oh don know,4,time wanna baby good umm ll let look right okay,7.85289192199707,4.4098429679870605,2.9845104217529297,155
"Hi! Oh, I’m so glad you called. Nobody. Umm, honey, look he just came over to....",Rachel Green,s03_e15_c12,31512,3,15,12,0.5,POSITIVE,1.0,STRONGLY SUBJECTIVE,8,like come look hey yeah ross ok just oh know,7,monica looks ve think got jill believe really guys hi,7.683034420013428,4.689249038696289,4.21428918838501,156
"Hi! It’s me. Really? I’ve been thinking, this is crazy, I mean don’t, don’t you think we can work on this?",Ross Geller,s03_e15_c12,31512,3,15,12,-0.23749999999999996,NEGATIVE,0.5958333333333333,NEUTRAL,4,right ross mean okay ve got just oh don know,7,monica looks ve think got jill believe really guys hi,8.925248146057129,4.203251838684082,1.4098896980285645,156
"You want me to just quit my job so that you can feel like you’ve got a girlfriend? Oh my God. Oh my God. I cannot keep having this same fight with you Ross! Look, urrgh, maybe we should take a break. No. A break from us.",Rachel Green,s03_e16_c01,31601,3,16,1,0.0,NEUTRAL,0.125,STRONGLY OBJECTIVE,4,right ross mean okay ve got just oh don know,3,honey yes guys love great come thank sorry god oh,8.263557434082031,4.423998832702637,3.124849557876587,157
"Is this about Mark? Okay, it’s not, it’s not. Fine, you’re right. Let’s ah, let’s take a break, let’s cool off, okay, let’s get some frozen yoghurt, or something..",Ross Geller,s03_e16_c01,31601,3,16,1,0.28547619047619044,POSITIVE,0.5371428571428571,NEUTRAL,4,right ross mean okay ve got just oh don know,4,time wanna baby good umm ll let look right okay,8.093746185302734,4.084486961364746,2.868319034576416,157
"Nobody. Umm, honey, look he just came over to....",Rachel Green,s03_e16_c02,31602,3,16,2,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,8,like come look hey yeah ross ok just oh know,1,ve didn think want right like mean don just know,7.676163673400879,4.711410045623779,4.322726726531982,158
"I’ve been thinking, this is crazy, I mean don’t, don’t you think we can work on this? Is that Mark? Yeah! Got it!",Ross Geller,s03_e16_c02,31602,3,16,2,-0.544140625,NEGATIVE,0.79375,SUBJECTIVE,4,right ross mean okay ve got just oh don know,1,ve didn think want right like mean don just know,8.77920913696289,4.126558780670166,1.2385520935058594,158
"Eh, I’m just so sorry I put you through it. And, I y’know, I don’t want to get back together over a machine. So, I love you. And y’know what, I’m gonna, I’m gonna go to bed now, but ah, on my way to work tomorrow morning, I’m gonna stop by around 8:30. Bye. Hi. Ohhh, you got my message. So what do you say? Can I be your girlfriend again?",Rachel Green,s03_e16_c06,31606,3,16,6,0.0,NEUTRAL,0.5333333333333333,NEUTRAL,6,really say don hi look know just like gonna okay,8,like doing sure make great right weird just come gonna,6.280246257781982,5.009862422943115,2.765821695327759,159
"Yeah!! Na-huh. I love you. Okay. Yeah, oh hey, you are right on time. Yes, you can, very much.",Ross Geller,s03_e16_c06,31606,3,16,6,0.3864285714285714,POSITIVE,0.4739285714285714,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,2,mean hear sure really didn going weird got good yeah,9.0704345703125,4.336812496185303,1.3718440532684326,159
"A mistake?! What were you trying to put it in? Her purse?! Just get out! Now!! Okay! All right! How was she? Was she good? Whoa!! Whoa, whoa, wait a minute. What time did your little friend leave? Oh my God. She was there? She was still there? She was in there, when I was in there?! And yet she was worth jeopardising our relationship!! We were on a break! You think you’re gonna get out of this on a technicality? Well, you sure had a hell of a time at the wake! Oh, that is so sweet. I think I’m falling in love with you all over again. All right. Let’s say I had slept with Mark. Would you have been able to forgive me? You’d be okay if you knew that Mark had kissed me, and been naked with me, and made love to me? You knew that our hot, sweaty, writhing bodies were.... I’m thinking, I’m gonna order a pizza. Fine. Hi! Yes, I’d like to order a large pizza. With ah, extra anchovies. Yeah, and could you please chop some up and just put it right there in the sauce? Well, I should think so. You slept with someone. That’s.... That is neither here nor there. I think you should go. I really think you need to go now. Yeah, what the hell did I know! No. I can’t, you’re a totally different person to me now. I used to think of you as somebody that would never, ever hurt me, ever. God, and now I just can’t stop picturing with her, I can’t, it doesn’t matter what you say, or what you do, Ross. It’s just changed, everything. Forever.",Rachel Green,s03_e16_c13,31613,3,16,13,0.3557626488095238,POSITIVE,0.5124801587301586,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,1,ve didn think want right like mean don just know,5.822295665740967,6.003767013549805,3.069894313812256,160
"No, it was a mistake! I made a mistake! Okay? No!! No!! No!! I wanna stay. I wanna talk about this. She was... Nobody likes change. That, for all I knew would, could last forever. That to me is a break-up. Look, I’m not trying to get out of anything, okay. I thought our relationship was dead! Come on! Like I wanted him to tell you, I ran all over the place trying to make sure that didn’t happen! Yes I would. Yes. La-la-la-la-la-la-la-la-la-la! Okay, okay, yeah, I would have been devastated but, I would still want to be with you. Because it’s, I mean it’s you. Order a pizza like, ’I forgive you?’ No anchovies. That’s okay, I’ll just pick ’em off. That’s what?! Okay, well here we are. Now we’re in a tough spot again, Rach. What do you want to do? How do you want to handle it? Huh? Do you wanna fight for us? Or, do you wanna bail? Look, I, I did a terrible, stupid, stupid thing. Okay? And I’m sorry, I wish I could take it back, but I can’t. I just can’t see us throwing away something we know is so damn good. Rachel, I love you so much. Okay, okay, okay. What? Okay, okay. This morning you said there was nothing so big that we couldn’t work past it together... Look, look, there’s got to be a way we can work past this. Okay, I can’t imagine, I can’t imagine my life without you. Without, without these arms, and your face, and this heart. Your good heart Rach, and, and....",Ross Geller,s03_e16_c13,31613,3,16,13,0.1790469348659004,NEUTRAL,0.5440134099616858,NEUTRAL,6,really say don hi look know just like gonna okay,4,time wanna baby good umm ll let look right okay,5.552857875823975,5.848337173461914,3.098944664001465,160
"Why would you even want to come Ross? You’re a horrible skier. All right, let’s go! Oh, I’m sorry, were you speaking to me or sleeping with someone else? Y’know Ross why don’t you put that on your answering machine! What?! Really Joey? Thank you.",Rachel Green,s03_e17_c10,31710,3,17,10,-0.3060267857142857,NEGATIVE,0.6839285714285714,SUBJECTIVE,8,like come look hey yeah ross ok just oh know,9,ugh wait thank don great need think come really ross,8.550235748291016,5.619359970092773,4.07446813583374,161
"He is saving your butt, ah, unless of course I’m stepping on some toes here, in which case I can just mosey on, I’ve got plenty of people to help on the Interstate. Excuse me? Oh-oh, hitting me where it hurts, my ski skills. You’re welcome. We were on a break! Hey-hey, it’s valid okay? And I’m not the only one who thinks so, Monica agrees with me. Obviously not to Joey. I can.",Ross Geller,s03_e17_c10,31710,3,17,10,0.29,POSITIVE,0.5900000000000001,NEUTRAL,4,right ross mean okay ve got just oh don know,6,umm time wanna huh alright going thank guys good hey,7.703413963317871,6.464045524597168,5.032862186431885,161
"What’s your problem? Ross, I watched you get hypnotised in Atlantic City. Oh right, ’cause you always pull your pants down at the count of three and play Wipe-out on your butt cheeks.",Rachel Green,s03_e18_c01,31801,3,18,1,0.06507936507936506,NEUTRAL,0.4123015873015873,NEUTRAL,1,come really good guys know don just yeah uh oh,9,ugh wait thank don great need think come really ross,7.2029829025268555,4.6011481285095215,2.154169797897339,162
"Pffhah. Nothing, it’s just that hypnosis is beyond crap. Hey, that guy did not hypnotise me! Okay.",Ross Geller,s03_e18_c01,31801,3,18,1,-0.25,NEGATIVE,0.65,SUBJECTIVE,8,like come look hey yeah ross ok just oh know,6,umm time wanna huh alright going thank guys good hey,7.6180596351623535,4.37131929397583,1.7287628650665283,162
"Oh, y’know what, I didn’t want cinnamon on this.",Rachel Green,s03_e18_c02,31802,3,18,2,0.0,NEUTRAL,0.0,STRONGLY OBJECTIVE,1,come really good guys know don just yeah uh oh,3,honey yes guys love great come thank sorry god oh,8.001407623291016,5.318248271942139,2.192958116531372,163
Sorry.,Ross Geller,s03_e18_c02,31802,3,18,2,-0.5,NEGATIVE,1.0,STRONGLY SUBJECTIVE,8,like come look hey yeah ross ok just oh know,3,honey yes guys love great come thank sorry god oh,8.12143325805664,3.249159574508667,0.6496707201004028,163
"Hi! Yeah. Ahh, here’s a box of your stuff. Oh, y’know, it’s just like hats, and a shirt, and CD’s, just sort of stuff that you’ve left here. No. Ross, it, it just seems that y’know it’s time we-we y’know, move on. I mean, I mean don’t’ you think? Yeah? Good. Ross, you got that for free from the museum gift shop. Okay, all right, give me the mug! I’ll keep the mug. You know how much I love that T-shirt! You never even where that T-shirt! Oh, you are a petty man. You are a petty, petty.... Petty... Petty... Small... You are so just doing this out of spite. Huh? You have not worn that T-shirt since you were 15!! It doesn’t even fit you anymore! yeah-yeah-yeah!!",Rachel Green,s03_e19_c06,31906,3,19,6,0.25040178571428573,POSITIVE,0.5210714285714286,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,2,mean hear sure really didn going weird got good yeah,6.848241806030273,4.742850303649902,2.21695613861084,164
"You ah, wanted to see me? What?! What are you doing? Are you trying to hurt me? Or something? Yes. Yes, I do. Yeah, I-I really do. Hey! This-this was a gift?! It’s still a gift! I got it from the gift shop! No!! Y’know-y’know don’t do me any favours. In fact, where, where’s the rest of my stuff?! Huh? Like-like my umm, Hey, this book is mine!! And-and-and, and that T-shirt you sleep in? I’d like that back too. Yes, I do. I’m just trying to help you, move on. Petty... Petty... Petty... Small... Awwwahuh, no, no, no!! I’m-I’m gonna wear this all the time! I love this shirt!! Oh, yeah-yeah-yeah-yeah... Oh-oh, okay, okay! If you don’t mind I’m gonna the rest of my stuff, and relax, in my favourite shirt. You have a pleasant evening.",Ross Geller,s03_e19_c06,31906,3,19,6,0.45018601190476193,POSITIVE,0.45238095238095244,NEUTRAL,9,ross don mean gonna right yeah oh just okay know,2,mean hear sure really didn going weird got good yeah,6.783021450042725,4.78001070022583,2.381664752960205,164
"Oh, sorry. I meant Chandler.",Rachel Green,s03_e20_c03,32003,3,20,3,-0.5,NEGATIVE,1.0,STRONGLY SUBJECTIVE,10,big um yeah building just thing joey think monica chandler,3,honey yes guys love great come thank sorry god oh,6.992218017578125,7.208523750305176,5.419459342956543,165
"Sure, what’s up? I-I know. Well if something comes up...",Ross Geller,s03_e20_c03,32003,3,20,3,0.5,POSITIVE,0.8888888888888888,STRONGLY SUBJECTIVE,8,like come look hey yeah ross ok just oh know,1,ve didn think want right like mean don just know,9.128907203674316,3.5291225910186768,1.6166315078735352,165
